,,ANGER,FEAR,SADNESS,JOY,DISGUST,TRUST,SURPRISE,ANTICIPATION,POSITIVE,NEGATIVE
VB,prefer,0,0,0,0,0,0,0,1,0,0
VB,prejudice,1,0,0,0,0,0,0,0,0,1
VB,premeditate,0,0,0,0,0,0,0,1,0,0
VB,prepare,0,0,0,0,0,0,0,1,0,0
VB,present,0,0,0,0,0,0,0,0,0,0
VB,pretend,0,0,0,0,1,0,0,0,0,1
VB,prevail,0,0,0,0,0,0,0,0,0,0
VB,prevent,0,0,0,0,0,0,0,0,0,0
VB,prey,0,1,0,0,0,0,0,0,0,1
VB,prick,0,0,0,0,0,0,0,0,0,0
VB,pride,0,0,0,1,0,0,0,0,1,0
VB,privilege,0,0,0,1,0,0,0,0,1,0
VB,proceed,0,0,0,0,0,0,0,1,0,0
VB,proctor,0,0,0,0,0,0,0,0,0,0
VB,profane,1,0,0,0,0,0,0,0,0,1
VB,progress,0,0,0,1,0,0,0,1,1,0
VB,prohibit,1,1,0,0,1,0,0,0,0,1
VB,prolong,0,0,0,0,0,0,0,1,0,0
VB,promise,0,0,0,0,0,1,0,0,1,0
VB,proof,0,0,0,0,0,1,0,0,1,0
VB,prosecute,1,1,1,0,0,0,0,0,0,1
VB,prosper,0,0,0,1,0,0,0,1,1,0
VB,prostitute,0,0,0,0,1,0,0,0,0,1
VB,protect,0,0,0,0,0,1,0,0,1,0
VB,prove,0,0,0,0,0,1,0,0,1,0
VB,provide,0,0,0,0,0,1,0,1,1,0
VB,provoke,0,0,0,0,0,0,0,0,0,0
VB,prowl,0,0,0,0,0,0,1,0,0,0
VB,pry,0,0,0,0,0,0,0,1,0,0
VB,puke,0,0,0,0,1,0,0,0,0,1
VB,punch,1,1,1,0,0,0,1,0,0,1
VB,punish,0,1,0,0,0,0,0,0,0,1
VB,punishing,1,1,1,0,0,0,0,0,0,1
VB,punt,0,0,0,0,0,0,0,0,0,0
VB,purge,0,1,0,0,0,0,0,0,0,1
VB,purify,0,0,0,0,0,0,0,1,0,0
VB,purr,0,0,0,0,0,0,0,0,0,0
VB,quack,0,0,0,0,0,0,0,0,0,0
VB,quail,0,1,0,0,0,0,0,0,0,1
VB,quake,0,1,0,0,0,0,0,0,0,1
VB,qualify,0,0,0,0,0,1,0,0,1,0
VB,quarantine,0,1,0,0,0,0,0,0,0,1
VB,quarrel,1,0,0,0,0,0,0,0,0,1
VB,quash,1,0,0,0,0,0,0,0,0,1
VB,quest,0,0,0,0,0,0,0,1,0,0
VB,quicken,0,0,0,0,0,0,0,1,0,0
VB,quiet,0,0,0,0,0,0,0,0,0,0
VB,quiver,0,1,0,0,0,0,0,0,0,1
VB,quote,0,0,0,0,0,0,0,0,0,0
VB,rack,0,0,0,0,0,0,0,0,0,0
VB,raffle,0,0,0,0,0,0,1,1,0,0
VB,rag,0,0,0,0,1,0,0,0,0,1
VB,rage,1,0,0,0,0,0,0,0,0,1
VB,raid,1,1,0,0,0,0,1,0,0,1
VB,rail,1,0,0,0,0,0,0,1,0,1
VB,ram,1,0,0,0,0,0,0,1,0,1
VB,rampage,1,1,0,0,0,0,0,0,0,1
VB,ransom,1,1,0,0,0,0,0,0,0,1
VB,rap,1,0,0,0,0,0,0,0,0,1
VB,rape,1,1,1,0,1,0,0,0,0,1
VB,rat,0,0,0,0,1,0,0,0,0,1
VB,ratify,0,0,0,0,0,1,0,0,1,0
VB,rating,0,0,0,0,0,0,0,0,0,0
VB,rave,0,0,0,1,0,0,1,0,1,0
VB,razor,0,0,0,0,0,0,0,0,0,0
VB,react,0,0,0,0,0,0,0,0,0,0
VB,ready,0,0,0,0,0,0,0,1,0,0
VB,reappear,0,0,0,0,0,0,1,0,0,0
VB,reassure,0,0,0,0,0,1,0,0,1,0
VB,rebel,1,1,0,0,0,0,0,0,0,1
VB,receive,0,0,0,0,0,0,0,1,0,0
VB,recess,0,0,0,0,0,0,0,0,0,0
VB,recline,0,0,0,0,0,0,0,0,0,0
VB,recommend,0,0,0,0,0,0,0,0,0,0
VB,reconstruct,0,0,0,0,0,0,0,1,0,0
VB,recruit,0,0,0,0,0,0,0,0,0,0
VB,referee,0,0,0,0,0,0,0,0,0,0
VB,refuse,0,0,1,0,0,0,0,0,0,1
VB,regiment,0,1,0,0,0,0,0,0,0,1
VB,regret,0,0,1,0,0,0,0,0,0,1
VB,reject,1,1,1,0,0,0,0,0,0,1
VB,rejoice,0,0,0,1,0,0,1,1,1,0
VB,rekindle,0,0,0,0,0,0,0,0,0,0
VB,relapse,0,1,1,0,0,0,0,0,0,1
VB,relate,0,0,0,0,0,0,0,0,0,0
VB,remain,0,0,0,0,0,0,0,0,0,0
VB,remand,1,0,0,0,0,0,0,0,0,1
VB,remedy,0,0,0,0,0,1,0,1,1,0
VB,remove,0,0,0,0,0,0,0,0,0,0
VB,renegade,1,0,0,0,0,0,0,0,0,1
VB,renounce,1,0,0,0,0,0,0,0,0,1
VB,renovate,0,0,0,0,0,0,0,1,0,0
VB,repay,0,0,0,0,0,0,0,1,0,0
VB,repel,0,0,1,0,0,0,0,0,0,1
VB,repent,0,0,1,0,0,0,0,0,0,1
VB,represent,0,0,0,0,0,0,0,1,0,0
VB,repress,0,0,1,0,0,0,0,0,0,1
VB,reprimand,1,0,0,0,0,0,0,0,0,1
VB,reproach,1,0,1,0,1,0,0,0,0,1
VB,rescue,0,0,0,1,0,1,1,1,1,0
VB,resent,1,0,0,0,0,0,0,0,0,1
VB,resign,0,0,1,0,0,0,0,0,0,1
VB,resisting,1,1,1,0,0,0,0,0,0,1
VB,respect,0,0,0,1,0,1,0,1,1,0
VB,respite,0,0,0,1,0,0,0,0,1,0
VB,restrain,1,1,0,0,0,0,0,0,0,1
VB,restrict,0,0,1,0,0,0,0,0,0,1
VB,result,0,0,0,0,0,0,0,0,0,0
VB,retain,0,0,0,0,0,1,0,0,1,0
VB,retaliate,1,0,0,0,0,0,0,0,0,1
VB,retard,0,0,1,0,1,0,0,0,0,1
VB,retract,1,0,0,0,0,0,0,0,0,1
VB,revel,0,0,0,1,0,0,0,0,1,0
VB,revels,0,0,0,1,0,0,0,0,1,0
VB,revenge,1,1,0,0,0,0,0,1,0,1
VB,revere,0,0,0,1,0,1,0,1,1,0
VB,reverence,0,1,0,0,0,1,0,0,1,1
VB,revive,0,0,0,0,0,0,0,1,0,0
VB,revoke,1,1,1,0,1,0,0,0,0,1
VB,revolt,1,0,0,0,0,0,1,0,0,1
VB,reward,0,0,0,1,0,1,1,1,1,0
VB,riddle,0,0,0,0,0,0,0,0,0,0
VB,ridicule,1,0,1,0,1,0,0,0,0,1
VB,rifle,1,1,0,0,0,0,0,0,0,1
VB,riot,1,1,0,0,0,0,0,0,0,1
VB,ripen,0,0,0,0,0,0,0,1,0,0
VB,rise,0,0,0,0,0,0,0,0,0,0
VB,risk,0,1,0,0,0,0,0,1,0,1
VB,rob,1,1,1,0,1,0,0,0,0,1
VB,rocket,0,0,0,0,0,0,0,0,0,0
VB,rollicking,0,0,0,1,0,0,0,0,1,0
VB,romance,0,0,0,0,0,1,1,1,1,0
VB,romp,0,0,0,1,0,0,0,0,1,0
VB,rook,1,0,0,0,1,0,0,0,0,1
VB,root,0,0,0,0,0,0,0,0,0,0
VB,rot,0,1,1,0,1,0,0,0,0,1
VB,row,0,0,0,0,0,0,0,0,0,0
VB,rubbish,0,0,0,0,1,0,0,0,0,1
VB,rue,0,0,1,0,0,0,0,0,0,1
VB,ruin,0,1,1,0,0,0,0,0,0,1
VB,rule,0,0,0,0,0,0,0,0,0,0
VB,rumor,0,0,1,0,0,0,0,0,0,1
VB,rupture,0,1,1,0,0,0,1,0,0,1
VB,saber,1,1,0,0,0,0,0,0,0,1
VB,sabotage,1,1,1,0,1,0,0,0,0,1
VB,sacrifice,0,1,1,0,1,0,0,0,0,1
VB,safeguard,0,0,0,0,0,1,0,0,1,0
VB,sag,0,0,0,0,0,0,0,0,0,0
VB,saint,0,0,0,0,0,0,0,0,0,0
VB,salute,0,0,0,1,0,0,0,0,1,0
VB,sanctify,0,0,0,1,0,1,0,0,1,0
VB,sap,0,0,1,0,0,0,0,0,0,1
VB,satisfy,0,0,0,1,0,0,0,0,1,0
VB,saturate,0,0,0,0,0,0,0,0,0,0
VB,savage,1,1,0,0,0,0,0,0,0,1
VB,save,0,0,0,0,0,0,0,0,0,0
VB,savor,0,0,0,1,0,0,0,1,1,0
VB,scaffold,0,0,0,0,0,0,0,0,0,0
VB,scar,1,1,1,0,1,0,0,0,0,1
VB,scare,1,1,0,0,0,0,1,1,0,1
VB,school,0,0,0,0,0,0,0,0,0,0
VB,scoff,1,0,0,0,1,0,0,0,0,1
VB,scold,1,1,1,0,1,0,0,0,0,1
VB,scorch,0,0,0,0,0,0,0,0,0,0
VB,score,0,0,0,0,0,0,0,0,0,0
VB,scorn,1,0,0,0,0,0,0,0,0,1
VB,scourge,1,1,1,0,0,0,0,0,0,1
VB,scream,1,1,0,0,1,0,1,0,0,1
VB,screech,0,1,0,0,0,0,1,0,0,1
VB,screw,0,0,0,1,0,0,0,0,1,0
VB,scrimmage,0,0,0,0,0,0,0,0,0,0
VB,scrub,0,0,0,0,0,0,0,0,0,0
VB,scrutinize,0,0,0,0,0,0,0,1,0,0
VB,scum,0,0,0,0,1,0,0,0,0,1
VB,seal,0,0,0,0,0,0,0,0,0,0
VB,seclude,0,0,1,0,0,0,0,0,0,1
VB,secrete,0,0,0,0,1,0,0,0,0,1
VB,seek,0,0,0,0,0,0,0,1,0,0
VB,segregate,1,0,1,0,1,0,0,0,0,1
VB,seize,0,1,0,0,0,0,0,0,0,1
VB,sentence,1,1,0,0,1,0,0,1,0,1
VB,serve,0,0,0,0,0,0,0,0,0,0
VB,sex,0,0,0,1,0,1,0,1,1,0
VB,shack,0,0,0,0,0,0,0,0,0,0
VB,shackle,1,1,0,0,1,0,0,1,0,1
VB,shake,0,0,0,0,0,0,0,0,0,0
VB,sham,1,0,0,0,1,0,0,0,0,1
VB,shame,0,1,1,0,1,0,0,0,0,1
VB,shanghai,0,1,0,0,1,0,0,0,0,1
VB,shank,0,0,0,0,0,0,0,0,0,0
VB,share,0,0,0,0,0,0,0,0,0,0
VB,sharpen,0,0,0,0,0,0,0,0,0,0
VB,shatter,0,0,0,0,0,0,0,0,0,0
VB,shell,1,1,1,0,0,0,1,0,0,1
VB,shelter,0,0,0,0,0,1,0,0,1,0
VB,shepherd,0,0,0,0,0,0,0,0,0,0
VB,shine,0,0,0,0,0,0,0,0,0,0
VB,ship,0,0,0,0,0,0,0,0,0,0
VB,shipwreck,0,1,1,0,0,0,0,0,0,1
VB,shit,1,0,0,0,1,0,0,0,0,1
VB,shiver,0,1,0,0,0,0,0,0,0,1
VB,shock,1,1,0,0,0,0,1,0,0,1
VB,shoot,1,1,1,0,0,0,0,0,0,1
VB,shop,0,0,0,0,0,0,0,0,0,0
VB,shoplift,1,0,0,0,1,0,0,0,0,1
VB,shoulder,0,0,0,0,0,0,0,0,0,0
VB,shout,1,0,0,0,0,0,1,0,0,1
VB,shove,1,0,0,0,0,0,0,0,0,1
VB,show,0,0,0,0,0,0,0,0,0,0
VB,shriek,1,1,1,0,0,0,1,0,0,1
VB,shrill,1,1,0,0,0,0,1,0,0,1
VB,shrink,0,0,0,0,0,0,0,0,0,0
VB,shroud,0,0,1,0,0,0,0,0,0,1
VB,shudder,0,1,0,0,0,0,0,0,0,1
VB,shun,1,0,1,0,1,0,0,0,0,1
VB,sick,0,0,1,0,1,0,0,0,0,1
VB,sicken,1,1,1,0,1,0,0,0,0,1
VB,signify,0,0,0,0,0,0,0,1,0,0
VB,simmer,0,0,0,0,0,0,0,0,0,0
VB,simplify,0,0,0,0,0,0,0,0,0,0
VB,sin,1,1,1,0,1,0,0,0,0,1
VB,sing,0,0,0,0,0,0,0,0,0,0
VB,sink,0,1,1,0,1,0,0,0,0,1
VB,sizzle,0,0,0,0,0,0,0,0,0,0
VB,skew,0,0,0,0,0,0,0,0,0,0
VB,skid,0,0,0,0,0,0,0,0,0,0
VB,skirmish,1,0,0,0,0,0,0,0,0,1
VB,slam,1,1,0,0,0,0,1,0,0,1
VB,slander,1,0,0,0,1,0,0,0,0,1
VB,slap,1,0,0,0,0,0,1,0,0,1
VB,slash,1,0,0,0,0,0,0,0,0,1
VB,slaughter,0,1,1,0,1,0,0,0,0,1
VB,slave,1,1,1,0,0,0,0,0,0,1
VB,slay,1,0,0,0,0,0,0,0,0,1
VB,slime,0,0,0,0,1,0,0,0,0,1
VB,slip,0,0,0,0,0,0,0,0,0,0
VB,slop,0,0,0,0,0,0,0,0,0,0
VB,slug,1,0,0,0,0,0,0,0,0,1
VB,slum,0,0,0,0,0,0,0,0,0,0
VB,slump,0,0,1,0,0,0,0,0,0,1
VB,slur,0,0,0,0,0,0,0,0,0,0
VB,slush,0,0,0,0,0,0,0,0,0,0
VB,smack,1,0,0,0,0,0,0,0,0,1
VB,smash,1,1,0,0,0,0,0,0,0,1
VB,smell,0,0,0,0,0,0,0,0,0,0
VB,smile,0,0,0,1,0,1,1,0,1,0
VB,smite,1,1,1,0,0,0,0,0,0,1
VB,smother,0,0,0,0,0,0,0,0,0,0
VB,smuggle,0,0,0,0,0,0,0,0,0,0
VB,smut,0,1,0,0,1,0,0,0,0,1
VB,snag,0,0,0,0,0,0,1,0,0,0
VB,snake,0,0,0,0,0,0,0,0,0,0
VB,snare,0,1,0,0,0,0,0,0,0,1
VB,snarl,1,0,0,0,1,0,0,0,0,1
VB,sneak,0,0,0,0,0,0,0,0,0,0
VB,sneer,1,0,0,0,1,0,0,0,0,1
VB,sneeze,0,0,0,0,0,0,0,0,0,0
VB,snort,0,0,1,0,0,0,0,0,0,1
VB,sob,0,0,1,0,0,0,0,0,0,1
VB,soil,0,0,0,0,0,0,0,0,0,0
VB,soldier,0,0,0,0,0,0,0,0,0,0
VB,sonnet,0,0,0,0,0,0,0,0,0,0
VB,soot,0,0,0,0,0,0,0,0,0,0
VB,soothe,0,0,0,1,0,1,0,0,1,0
VB,sorrow,0,1,1,0,0,0,0,0,0,1
VB,sour,0,0,0,0,1,0,0,0,0,1
VB,spank,1,1,1,0,0,0,0,0,0,1
VB,sparkle,0,0,0,0,0,0,0,0,0,0
VB,spat,1,0,0,0,0,0,0,0,0,1
VB,spear,1,1,0,0,0,0,0,1,0,1
VB,specialize,0,0,0,0,0,1,0,0,1,0
VB,speck,0,0,0,0,0,0,0,0,0,0
VB,spew,0,0,0,0,1,0,0,0,0,1
VB,spike,0,1,0,0,0,0,0,0,0,1
VB,spirit,0,0,0,1,0,0,1,1,1,0
VB,spit,0,0,0,0,1,0,0,0,0,1
VB,spite,1,0,0,0,0,0,0,0,0,1
VB,splash,0,0,0,0,0,0,0,0,0,0
VB,split,0,0,0,0,0,0,0,0,0,0
VB,spoil,0,0,0,0,1,0,0,0,0,1
VB,sponsor,0,0,0,0,0,1,0,0,1,0
VB,spook,0,1,0,0,0,0,0,0,0,1
VB,sprain,0,0,0,0,0,0,0,0,0,0
VB,spur,0,0,0,0,1,0,0,0,0,1
VB,squall,0,1,1,0,0,0,0,0,0,1
VB,squelch,1,0,0,0,1,0,0,0,0,1
VB,squirm,0,0,0,0,1,0,0,0,0,1
VB,stab,1,1,1,0,0,0,1,0,0,1
VB,stable,0,0,0,0,0,0,0,0,0,0
VB,stagger,0,0,0,0,0,0,0,0,0,0
VB,stain,0,0,0,0,1,0,0,0,0,1
VB,stalemate,1,0,0,0,1,0,0,0,0,1
VB,stalk,0,0,0,0,0,0,0,0,0,0
VB,stall,0,0,0,0,1,0,0,0,0,1
VB,star,0,0,0,1,0,1,0,1,1,0
VB,start,0,0,0,0,0,0,0,1,0,0
VB,startle,0,1,0,0,0,0,1,0,0,1
VB,startling,0,0,0,0,0,0,1,0,0,0
VB,steady,0,0,0,0,0,0,0,0,0,0
VB,steal,1,1,1,0,0,0,0,0,0,1
VB,stifle,0,1,0,0,0,0,0,0,0,1
VB,sting,1,1,0,0,0,0,0,0,0,1
VB,stink,0,0,0,0,1,0,0,0,0,1
VB,stint,0,1,1,0,0,0,0,0,0,1
VB,stomach,0,0,0,0,0,0,0,0,0,0
VB,stone,1,0,0,0,0,0,0,0,0,1
VB,stool,0,0,0,0,1,0,0,0,0,1
VB,store,0,0,0,0,0,0,0,1,0,0
VB,storm,1,0,0,0,0,0,0,0,0,1
VB,strain,1,0,0,0,0,0,0,0,0,1
VB,strangle,1,1,1,0,1,0,0,0,0,1
VB,strengthening,0,0,0,1,0,1,0,0,1,0
VB,strike,1,0,0,0,0,0,0,0,0,1
VB,strip,0,0,1,0,0,0,0,0,0,1
VB,strive,0,0,0,0,0,0,0,1,0,0
VB,stroke,0,0,0,0,0,0,0,0,0,0
VB,structure,0,0,0,0,0,0,0,0,0,0
VB,struggle,1,1,1,0,0,0,0,0,0,1
VB,stun,0,1,0,0,0,0,1,0,0,1
VB,subject,0,0,1,0,0,0,0,0,0,1
VB,submit,0,0,0,0,0,0,0,1,0,0
VB,subordinate,0,0,0,0,0,0,0,0,0,0
VB,subscribe,0,0,0,0,0,0,0,0,0,0
VB,substantiate,0,0,0,0,0,0,0,0,0,0
VB,subvert,0,1,1,0,1,0,0,0,0,1
VB,succeed,0,0,0,1,0,0,1,1,1,0
VB,sue,1,0,1,0,0,0,0,0,0,1
VB,suffer,0,1,1,0,1,0,0,0,0,1
VB,suffocate,0,1,1,0,1,0,0,0,0,1
VB,suggest,0,0,0,0,0,0,0,0,0,0
VB,sun,0,0,0,0,0,0,0,0,0,0
VB,support,0,0,0,0,0,1,0,0,1,0
VB,suppress,1,1,1,0,0,0,0,0,0,1
VB,surcharge,0,0,0,0,0,0,0,0,0,0
VB,surge,0,0,0,0,0,0,1,0,0,0
VB,surprise,0,0,0,0,0,0,1,0,0,0
VB,surrender,0,1,1,0,0,0,0,0,0,1
VB,surround,0,0,0,0,0,0,0,1,0,0
VB,suspect,0,0,0,0,0,0,0,0,0,0
VB,swamp,0,1,0,0,1,0,0,0,0,1
VB,swarm,0,0,0,0,0,0,0,0,0,0
VB,swear,0,0,0,0,0,1,0,0,1,0
VB,sweat,0,0,0,0,0,0,0,0,0,0
VB,swelling,0,0,0,0,0,0,0,0,0,0
VB,swerve,0,1,0,0,0,0,1,0,0,1
VB,swig,1,0,0,0,0,0,0,0,0,1
VB,swim,0,0,0,0,0,0,0,0,0,0
VB,sympathize,0,0,1,0,0,0,0,0,0,1
VB,synchronize,0,0,0,0,0,0,0,1,0,0
VB,syringe,0,0,0,0,0,0,0,0,0,0
VB,taboo,0,1,0,0,1,0,0,0,0,1
VB,tabulate,0,0,0,0,0,0,0,1,0,0
VB,tackle,1,0,0,0,0,0,1,0,0,1
VB,taint,0,0,1,0,0,0,0,0,0,1
VB,tantalize,0,0,0,0,1,0,0,0,0,1
VB,tariff,0,0,0,0,0,0,0,0,0,0
VB,tarnish,0,0,1,0,1,0,0,0,0,1
VB,taunt,1,1,1,0,0,0,0,0,0,1
VB,tax,0,0,0,0,0,0,0,0,0,0
VB,teach,0,0,0,0,0,0,0,0,0,0
VB,team,0,0,0,0,0,0,0,0,0,0
VB,tease,1,0,1,0,0,0,0,0,0,1
VB,tender,0,0,0,0,0,0,0,0,0,0
VB,terminate,0,0,0,0,0,0,0,0,0,0
VB,terrorize,1,1,1,0,0,0,0,0,0,1
VB,think,0,0,0,0,0,0,0,1,0,0
VB,thirst,0,0,1,0,0,0,0,1,0,1
VB,thrash,1,1,1,0,1,0,0,0,0,1
VB,threaten,1,1,0,0,0,0,0,1,0,1
VB,thresh,1,1,1,0,0,0,0,0,0,1
VB,thrill,0,0,0,1,0,0,1,1,1,0
VB,thrive,0,0,0,1,0,0,0,1,1,0
VB,throb,0,1,1,0,0,0,0,0,0,1
VB,throne,0,0,0,0,0,0,0,0,0,0
VB,throttle,0,0,0,0,0,0,0,0,0,0
VB,thump,1,0,0,0,0,0,0,0,0,1
VB,thunder,1,1,0,0,0,0,0,0,0,1
VB,thwart,0,0,0,0,0,0,0,0,0,0
VB,tickle,0,0,0,1,0,0,1,0,1,0
VB,tighten,0,0,0,0,0,0,0,0,0,0
VB,time,0,0,0,0,0,0,0,0,0,0
VB,tinsel,0,0,0,0,0,0,0,0,0,0
VB,title,0,0,0,0,0,0,0,0,0,0
VB,toast,0,0,0,0,0,0,0,0,0,0
VB,tolerate,1,0,1,0,0,0,0,0,0,1
VB,top,0,0,0,0,0,1,0,1,1,0
VB,topple,0,0,0,0,0,0,1,0,0,0
VB,torment,1,1,1,0,0,0,0,0,0,1
VB,torpedo,1,0,0,0,0,0,0,0,0,1
VB,torture,1,1,1,0,1,0,0,0,0,1
VB,tower,0,0,0,0,0,0,0,0,0,0
VB,track,0,0,0,0,0,0,0,0,0,0
VB,trade,0,0,0,0,0,0,0,0,0,0
VB,tramp,0,0,0,0,0,0,0,0,0,0
VB,trash,0,0,1,0,1,0,0,0,0,1
VB,travesty,0,1,1,0,1,0,0,0,0,1
VB,treasure,0,0,0,1,0,1,0,1,1,0
VB,treat,0,0,0,0,0,0,0,0,0,0
VB,tree,1,0,0,0,1,0,0,0,0,1
VB,tremble,0,1,0,0,0,0,0,0,0,1
VB,tremor,1,1,1,0,0,0,0,1,0,1
VB,trespass,1,0,0,0,0,0,0,0,0,1
VB,trick,0,0,0,0,1,0,0,0,0,1
VB,trip,0,0,0,0,0,0,0,0,0,0
VB,triumph,0,0,0,1,0,0,0,1,1,0
VB,troll,0,0,0,0,0,0,0,0,0,0
VB,truck,0,0,0,0,0,0,0,0,0,0
VB,TRUE,0,0,0,0,0,0,0,0,0,0
VB,trump,0,0,0,0,0,0,0,0,0,0
VB,truss,0,0,0,0,0,0,0,0,0,0
VB,trust,0,0,0,0,0,1,0,0,1,0
VB,tussle,1,0,0,0,0,0,0,0,0,1
VB,twinkle,0,0,0,0,0,0,0,0,0,0
VB,umpire,0,0,0,0,0,0,0,0,0,0
VB,unbridled,0,0,0,0,0,0,0,0,0,0
VB,uncover,0,0,0,0,0,0,0,0,0,0
VB,underestimate,0,0,0,0,0,0,0,0,0,0
VB,underpaid,0,0,0,0,0,0,0,0,0,0
VB,understand,0,0,0,0,0,0,0,0,0,0
VB,undertaking,0,0,0,0,0,0,0,0,0,0
VB,underwrite,0,0,0,0,0,1,0,0,1,0
VB,unfold,0,0,0,0,0,0,0,1,0,0
VB,united,0,0,0,0,0,1,0,0,1,0
VB,unseat,0,0,1,0,0,0,0,0,0,1
VB,unsettle,1,1,0,0,1,0,0,0,0,1
VB,untie,0,0,0,1,0,0,0,0,1,0
VB,uplift,0,0,0,1,0,1,0,1,1,0
VB,uprising,0,0,0,0,0,0,0,0,0,0
VB,upset,0,0,0,0,0,0,0,0,0,0
VB,usher,0,0,0,0,0,0,0,0,0,0
VB,usurp,1,0,0,0,0,0,0,0,0,1
VB,vacation,0,0,0,1,0,0,0,1,1,0
VB,vanish,0,0,0,0,0,0,1,0,0,0
VB,vanished,0,0,0,0,0,0,0,0,0,0
VB,veer,0,0,0,0,0,0,1,0,0,0
VB,vent,0,0,0,0,0,0,0,0,0,0
VB,verge,0,0,0,0,0,0,0,0,0,0
VB,verify,0,0,0,0,0,0,0,0,0,0
VB,veto,1,0,0,0,0,0,0,0,0,1
VB,victimize,1,1,1,0,1,0,0,0,0,1
VB,vindicate,0,0,0,0,0,0,0,0,0,0
VB,volunteer,0,0,0,0,0,0,0,0,0,0
VB,volunteers,0,0,0,0,0,0,0,0,0,0
VB,vomit,0,0,0,0,1,0,0,0,0,1
VB,vote,0,0,0,0,0,0,0,0,0,0
VB,vouch,0,0,0,0,0,1,0,0,1,0
VB,vow,0,0,0,1,0,1,0,1,1,0
VB,voyage,0,0,0,0,0,0,0,0,0,0
VB,waffle,0,0,1,0,0,0,0,0,0,1
VB,wage,1,0,0,0,0,0,0,0,0,1
VB,wail,0,0,1,0,0,0,0,0,0,1
VB,wait,0,0,0,0,0,0,0,1,0,0
VB,wallow,0,0,0,0,0,0,0,0,0,0
VB,wan,0,1,1,0,0,0,0,0,0,1
VB,wane,0,0,0,0,0,0,0,0,0,0
VB,want,0,0,0,0,0,0,0,0,0,0
VB,war,0,1,0,0,0,0,0,0,0,1
VB,ware,0,0,0,0,0,0,0,0,0,0
VB,warn,0,1,0,0,0,0,1,1,0,1
VB,warp,1,0,1,0,0,0,0,0,0,1
VB,waste,0,0,0,0,1,0,0,0,0,1
VB,watch,0,0,0,0,0,0,0,0,0,0
VB,waver,0,1,0,0,0,0,0,0,0,1
VB,wear,0,0,0,0,0,0,0,0,0,0
VB,weary,0,0,1,0,0,0,0,0,0,1
VB,weed,0,0,0,0,0,0,0,0,0,0
VB,weep,0,0,1,0,0,0,0,0,0,1
VB,weigh,0,0,0,0,0,0,0,0,0,0
VB,weight,0,0,0,0,0,0,0,0,0,0
VB,welcome,0,0,0,1,0,0,0,0,1,0
VB,wench,1,0,0,0,1,0,0,0,0,1
VB,whimper,0,1,1,0,0,0,0,0,0,1
VB,whine,0,0,1,0,1,0,0,0,0,1
VB,whip,1,0,0,0,0,0,0,0,0,1
VB,whirlpool,0,0,0,0,0,0,0,0,0,0
VB,white,0,0,0,0,0,0,0,0,0,0
VB,whiteness,0,0,0,0,0,0,0,0,0,0
VB,whore,0,0,0,0,1,0,0,0,0,1
VB,widow,0,0,0,0,0,0,0,0,0,0
VB,win,0,0,0,1,0,0,1,0,1,0
VB,wince,1,1,1,0,1,0,0,0,0,1
VB,witch,1,1,0,0,1,0,0,0,0,1
VB,withdraw,0,0,0,0,0,0,0,0,0,0
VB,wither,0,0,1,0,0,0,0,0,0,1
VB,withstand,0,0,0,0,0,0,0,1,0,0
VB,witness,0,0,0,0,0,1,0,0,1,0
VB,word,0,0,0,0,0,0,0,0,0,0
VB,worm,0,0,0,0,0,0,0,0,0,0
VB,worry,0,1,1,0,0,0,0,1,0,1
VB,worsen,0,0,1,0,1,0,0,0,0,1
VB,worship,0,0,0,1,0,1,0,1,1,0
VB,wound,1,1,1,0,0,0,0,0,0,1
VB,wrangle,1,1,1,0,1,0,0,0,0,1
VB,wreak,1,0,0,0,0,0,0,0,0,1
VB,wreck,1,1,1,0,1,0,0,0,0,1
VB,wring,1,0,0,0,0,0,0,0,0,1
VB,wrinkle,0,0,0,0,0,0,0,0,0,0
VB,yearn,0,0,0,1,0,0,0,1,1,0
VB,yell,1,1,0,0,0,0,1,0,0,1
VB,yelp,1,1,0,0,0,0,1,0,0,1
VB,zest,,,,,,,,,,